ProductID,CustomerID,Quantity,UnitPrice,Discount,Customer
16225,14096,1,3.29,9.09,1
16225,14096,1,3.29,9.09,1
16236,12748,1,0.21,9.09,1
16236,12748,1,0.21,9.09,1
16236,12748,1,0.21,9.09,1
16236,12748,1,0.21,9.09,1
16236,14482,1,0.21,9.09,1
16236,14597,1,0.21,9.09,1
16236,14675,1,0.21,9.09,1
16236,14723,1,0.21,9.09,1
16236,15006,1,0.21,9.09,1
16236,15021,1,0.21,9.09,1
16236,16442,1,0.21,9.09,1
16236,16657,1,0.21,9.09,1
16236,17286,1,0.21,9.09,0
16236,17348,1,0.21,9.09,1
16236,17348,1,0.21,9.09,1
16236,17950,1,0.21,9.09,1
16236,18015,1,0.21,9.09,1
16237,12748,1,0.21,9.09,1
16237,12748,1,0.21,9.09,1
16237,12748,1,0.21,9.09,1
16237,12748,1,0.21,9.09,1
16237,14076,1,0.21,9.09,1
16237,14098,1,0.21,9.09,0
16237,14541,1,0.21,9.09,1
16237,14597,1,0.21,9.09,1
16237,14649,1,0.21,9.09,1
16237,14670,1,0.21,9.09,1
16237,14670,1,0.21,9.09,1
16237,14670,1,0.21,9.09,1
16237,14675,1,0.21,9.09,1
16237,14688,1,0.21,9.09,1
16237,15006,1,0.21,9.09,1
16237,15573,1,0.21,9.09,1
16237,15901,1,0.21,9.09,1
16237,16469,1,0.21,9.09,1
16237,16469,1,0.21,9.09,1
16237,16657,1,0.21,9.09,1
16237,16725,1,0.21,9.09,1
16237,17198,1,0.21,9.09,1
16237,17286,1,0.21,9.09,0
16237,17337,1,0.21,9.09,1
16237,17348,1,0.21,9.09,1
16237,17571,1,0.21,9.09,1
16237,17967,1,0.21,9.09,1
16237,18015,1,0.21,9.09,1
16237,18041,1,0.21,9.09,1
16238,14096,1,0.42,9.09,1
16238,14096,1,0.42,9.09,1
16254,14096,1,1.63,9.09,1
16254,14096,1,1.63,9.09,1
17003,14096,1,0.63,9.09,1
17021,14623,1,0.3,9.09,1
17038,14104,1,0.1,9.09,0
17038,15858,1,0.1,9.09,1
17038,15920,1,0.1,9.09,1
17174,12748,1,0.42,9.09,1
18007,16898,1,0.18,9.09,1
18007,17537,1,0.18,9.09,1
20615,14096,1,4.13,9.09,1
20616,14096,1,4.13,9.09,1
20617,14096,1,4.13,9.09,1
20617,14096,1,4.13,9.09,1
20618,12748,1,2.1,9.09,1
20618,14052,1,2.1,9.09,0
20618,14606,1,2.1,9.09,1
20618,15581,1,2.1,9.09,1
20618,16770,1,2.1,9.09,1
20618,16813,1,2.1,9.09,1
20618,16904,1,2.1,9.09,1
20618,16919,1,2.1,9.09,1
20618,17341,1,2.1,9.09,1
20618,17841,1,2.1,9.09,1
20618,17841,1,2.1,9.09,1
20618,17841,1,2.1,9.09,1
20618,17841,1,2.1,9.09,1
20618,17861,1,2.1,9.09,1
20618,18101,1,2.1,9.09,1
20619,14096,1,4.13,9.09,1
20619,14096,1,4.13,9.09,1
20619,14096,1,4.13,9.09,1
20622,12748,1,2.1,9.09,1
20622,13544,1,2.1,9.09,1
20622,13544,1,2.1,9.09,1
20622,14606,1,2.1,9.09,1
20622,14985,1,2.1,9.09,1
20622,15039,1,2.1,9.09,1
20622,16813,1,2.1,9.09,1
20622,16904,1,2.1,9.09,1
20622,17571,1,2.1,9.09,1
20622,17841,1,2.1,9.09,1
20622,17841,1,2.1,9.09,1
20622,17883,1,2.1,9.09,1
20652,14096,1,2.46,9.09,1
20652,14096,1,2.46,9.09,1
20652,14096,1,2.46,9.09,1
20652,14096,1,2.46,9.09,1
20653,14096,1,2.46,9.09,1
20653,14096,1,2.46,9.09,1
20654,14606,1,1.25,9.09,1
20654,15529,1,1.25,9.09,1
20654,15532,1,1.25,9.09,1
20654,15867,1,1.25,9.09,1
20654,15870,1,1.25,9.09,1
20654,16549,1,1.25,9.09,1
20654,16904,1,1.25,9.09,1
20654,17811,1,1.25,9.09,1
20654,17841,1,1.25,9.09,1
20654,17954,1,1.25,9.09,1
20655,14096,1,2.46,9.09,1
20655,14096,1,2.46,9.09,1
20657,14096,1,2.46,9.09,1
20657,14096,1,2.46,9.09,1
20658,12748,1,1.25,9.09,1
20658,13030,1,1.25,9.09,1
20658,13263,1,1.25,9.09,1
20658,13451,1,1.25,9.09,1
20658,14499,1,1.25,9.09,1
20658,14606,1,1.25,9.09,1
20658,14662,1,1.25,9.09,1
20658,14985,1,1.25,9.09,1
20658,14985,1,1.25,9.09,1
20658,15529,1,1.25,9.09,1
20658,16904,1,1.25,9.09,1
20658,17198,1,1.25,9.09,1
20658,17954,1,1.25,9.09,1
20658,18118,1,1.25,9.09,1
20658,18118,1,1.25,9.09,1
20658,18118,1,1.25,9.09,1
20658,18125,1,1.25,9.09,1
20659,14096,1,2.46,9.09,1
20659,14096,1,2.46,9.09,1
20661,14096,1,5.79,9.09,1
20661,14096,1,5.79,9.09,1
20661,14096,1,5.79,9.09,1
20662,14096,1,5.79,9.09,1
20663,14096,1,5.79,9.09,1
20664,16725,1,2.95,9.09,1
20665,12637,1,2.95,9.09,1
20665,12841,1,2.95,9.09,1
20665,13263,1,2.95,9.09,1
20665,13263,1,2.95,9.09,1
20665,14606,1,2.95,9.09,1
20665,14606,1,2.95,9.09,1
20665,14606,1,2.95,9.09,1
20665,14606,1,2.95,9.09,1
20665,14723,1,2.95,9.09,1
20665,15574,1,2.95,9.09,1
20665,17596,1,2.95,9.09,1
20665,17917,1,2.95,9.09,1
20666,13548,1,2.95,9.09,1
20666,14570,1,2.95,9.09,0
20666,14964,1,2.95,9.09,0
20666,16779,1,2.95,9.09,1
20667,16470,1,2.95,9.09,1
20668,14606,1,0.12,9.09,1
20668,14963,1,0.12,9.09,1
20668,17346,1,0.12,9.09,1
20668,17920,1,0.12,9.09,1
20669,12748,1,1.25,9.09,1
20669,13983,1,1.25,9.09,1
20669,14482,1,1.25,9.09,1
20669,14606,1,1.25,9.09,1
20669,15006,1,1.25,9.09,1
20669,15531,1,1.25,9.09,1
20669,15920,1,1.25,9.09,1
20669,17323,1,1.25,9.09,1
20669,17348,1,1.25,9.09,1
20669,17765,1,1.25,9.09,1
20669,17885,1,1.25,9.09,1
20669,17908,1,1.25,9.09,1
20669,17954,1,1.25,9.09,1
20670,14096,1,5.79,9.09,1
20670,14096,1,5.79,9.09,1
20674,14096,1,2.46,9.09,1
20675,14096,1,2.46,9.09,1
20676,14096,1,2.46,9.09,1
20676,14096,1,2.46,9.09,1
20676,14096,1,2.46,9.09,1
20677,14096,1,2.46,9.09,1
20677,14096,1,2.46,9.09,1
20677,14096,1,2.46,9.09,1
20679,14096,1,12.46,9.09,1
20679,14096,1,12.46,9.09,1
20681,14606,1,3.25,9.09,1
20681,14606,1,3.25,9.09,1
20681,14606,1,3.25,9.09,1
20681,14662,1,3.25,9.09,1
20681,14667,1,3.25,9.09,1
20681,15052,1,3.25,9.09,1
20681,16010,1,3.25,9.09,1
20681,17284,1,3.25,9.09,1
20681,18118,1,3.25,9.09,1
20682,14096,1,6.63,9.09,1
20682,14096,1,6.63,9.09,1
20684,12748,1,3.25,9.09,1
20684,14465,1,3.25,9.09,1
20684,14606,1,3.25,9.09,1
20684,14606,1,3.25,9.09,1
20684,14651,1,3.25,9.09,1
20684,14662,1,3.25,9.09,1
20684,14662,1,3.25,9.09,1
20684,15052,1,3.25,9.09,1
20684,15752,1,3.25,9.09,1
20684,15867,1,3.25,9.09,1
20684,15907,1,3.25,9.09,1
20684,16495,1,3.25,9.09,1
20684,16764,1,3.25,9.09,1
20684,16904,1,3.25,9.09,1
20684,17220,1,3.25,9.09,1
20684,17799,1,3.25,9.09,1
20684,17920,1,3.25,9.09,1
20684,18118,1,3.25,9.09,1
20684,18118,1,3.25,9.09,1
20685,14096,1,15.79,9.09,1
20685,14096,1,15.79,9.09,1
20686,14096,1,6.63,9.09,1
20694,12988,1,3.75,9.09,1
20694,14808,1,3.75,9.09,1
20694,15581,1,3.75,9.09,1
20694,17920,1,3.75,9.09,1
20695,14362,1,4.25,9.09,1
20695,16022,1,4.25,9.09,1
20695,17999,1,4.25,9.09,1
20696,14453,1,3.75,9.09,0
20696,16686,1,3.75,9.09,1
20697,15545,1,2.55,9.09,1
20697,17611,1,2.55,9.09,1
20697,17920,1,2.55,9.09,1
20697,17920,1,2.55,9.09,1
20697,17920,1,2.55,9.09,1
20698,17611,1,2.55,9.09,1
20698,17920,1,2.55,9.09,1
20699,12988,1,2.55,9.09,1
20699,14524,1,2.55,9.09,1
20699,15545,1,2.55,9.09,1
20699,17109,1,2.55,9.09,1
20699,17383,1,2.55,9.09,0
20700,12748,1,3.75,9.09,1
20700,14583,1,3.75,9.09,1
20701,14583,1,3.75,9.09,1
20701,18116,1,3.75,9.09,1
20702,14156,1,4.25,9.09,1
20702,12757,1,4.25,9.09,1
20702,12757,1,4.25,9.09,1
20702,12748,1,4.25,9.09,1
20702,14395,1,4.25,9.09,1
20702,14658,1,4.25,9.09,0
20702,14722,1,4.25,9.09,1
20702,15005,1,4.25,9.09,1
20702,15532,1,4.25,9.09,1
20702,15581,1,4.25,9.09,1
20702,16402,1,4.25,9.09,1
20702,16409,1,4.25,9.09,1
20702,16942,1,4.25,9.09,1
20702,17813,1,4.25,9.09,1
20702,17841,1,4.25,9.09,1
20703,15005,1,4.25,9.09,1
20704,12988,1,6.95,9.09,1
20704,14049,1,6.95,9.09,1
20704,14716,1,6.95,9.09,1
20704,14808,1,6.95,9.09,1
20704,15025,1,6.95,9.09,0
20704,15311,1,6.95,9.09,1
20704,17841,1,6.95,9.09,1
20705,12556,1,6.95,9.09,1
20705,12988,1,6.95,9.09,1
20705,14808,1,6.95,9.09,1
20705,15866,1,6.95,9.09,1
20705,17351,1,6.95,9.09,1
20705,17841,1,6.95,9.09,1
20707,14096,1,2.46,9.09,1
20707,14096,1,2.46,9.09,1
20707,14096,1,2.46,9.09,1
20707,14096,1,2.46,9.09,1
20707,14096,1,2.46,9.09,1
20707,14096,1,2.46,9.09,1
20707,14096,1,2.46,9.09,1
20711,17097,1,2.08,9.09,1
20711,14456,1,2.08,9.09,1
20711,14527,1,2.08,9.09,1
20711,14527,1,2.08,9.09,1
20711,14527,1,2.08,9.09,1
20711,14572,1,2.08,9.09,1
20711,14623,1,2.08,9.09,1
20711,14878,1,2.08,9.09,0
20711,15033,1,2.08,9.09,1
20711,15311,1,2.08,9.09,1
20711,15311,1,2.08,9.09,1
20711,15311,1,2.08,9.09,1
20711,15719,1,2.08,9.09,1
20711,15897,1,2.08,9.09,1
20711,16007,1,2.08,9.09,1
20711,16007,1,2.08,9.09,1
20711,16241,1,2.08,9.09,1
20711,16536,1,2.08,9.09,1
20711,16764,1,2.08,9.09,1
20711,16904,1,2.08,9.09,1
20711,16910,1,2.08,9.09,1
20711,17059,1,2.08,9.09,1
20711,17059,1,2.08,9.09,1
20711,17265,1,2.08,9.09,1
20711,17293,1,2.08,9.09,1
20711,17323,1,2.08,9.09,1
20711,17375,1,2.08,9.09,1
20711,17459,1,2.08,9.09,1
20711,17611,1,2.08,9.09,1
20711,17841,1,2.08,9.09,1
20711,17841,1,2.08,9.09,1
20711,17841,1,2.08,9.09,1
20712,14096,1,4.13,9.09,1
20712,14096,1,4.13,9.09,1
20712,14096,1,4.13,9.09,1
20713,14096,1,4.13,9.09,1
20713,14096,1,4.13,9.09,1
20713,14096,1,4.13,9.09,1
20713,14096,1,4.13,9.09,1
20716,14413,1,1.25,9.09,1
20716,14465,1,1.25,9.09,1
20716,15756,1,1.25,9.09,1
20716,16893,1,1.25,9.09,1
20716,16931,1,1.25,9.09,1
20716,17841,1,1.25,9.09,1
20717,14096,1,2.46,9.09,1
20717,14096,1,2.46,9.09,1
20717,14096,1,2.46,9.09,1
20717,14096,1,2.46,9.09,1
20718,14096,1,2.46,9.09,1
20718,14096,1,2.46,9.09,1
20718,14096,1,2.46,9.09,1
20719,14096,1,1.63,9.09,1
20719,14096,1,1.63,9.09,1
20719,14096,1,1.63,9.09,1
20723,14096,1,1.63,9.09,1
20723,14096,1,1.63,9.09,1
20723,14096,1,1.63,9.09,1
20724,14096,1,1.63,9.09,1
20724,14096,1,1.63,9.09,1
20724,14096,1,1.63,9.09,1
20725,14096,1,4.13,9.09,1
20725,14096,1,4.13,9.09,1
20726,14096,1,4.13,9.09,1
20726,14096,1,4.13,9.09,1
20726,14096,1,4.13,9.09,1
20726,14096,1,4.13,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12748,1,1.65,9.09,1
20727,12867,1,1.65,9.09,1
20727,12867,1,1.65,9.09,1
20727,12989,1,1.65,9.09,1
20727,13137,1,1.65,9.09,1
20727,13230,1,1.65,9.09,1
20727,13246,1,1.65,9.09,1
20727,13263,1,1.65,9.09,1
20727,13263,1,1.65,9.09,1
20727,13451,1,1.65,9.09,1
20727,13642,1,1.65,9.09,1
20727,13649,1,1.65,9.09,1
20727,13755,1,1.65,9.09,1
20727,13764,1,1.65,9.09,1
20727,13975,1,1.65,9.09,1
20727,14044,1,1.65,9.09,1
20727,14056,1,1.65,9.09,1
20727,14056,1,1.65,9.09,1
20727,14071,1,1.65,9.09,1
20727,14159,1,1.65,9.09,1
20727,14179,1,1.65,9.09,1
20727,14415,1,1.65,9.09,1
20727,14446,1,1.65,9.09,1
20727,14456,1,1.65,9.09,1
20727,14499,1,1.65,9.09,1
20727,14546,1,1.65,9.09,1
20727,14583,1,1.65,9.09,1
20727,14583,1,1.65,9.09,1
20727,14583,1,1.65,9.09,1
20727,14583,1,1.65,9.09,1
20727,14583,1,1.65,9.09,1
20727,14591,1,1.65,9.09,1
20727,14591,1,1.65,9.09,1
20727,14591,1,1.65,9.09,1
20727,14591,1,1.65,9.09,1
20727,14593,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14606,1,1.65,9.09,1
20727,14662,1,1.65,9.09,1
20727,14684,1,1.65,9.09,1
20727,14711,1,1.65,9.09,1
20727,14713,1,1.65,9.09,1
20727,14978,1,1.65,9.09,1
20727,15005,1,1.65,9.09,1
20727,15012,1,1.65,9.09,1
20727,15021,1,1.65,9.09,1
20727,15021,1,1.65,9.09,1
20727,15026,1,1.65,9.09,0
20727,15033,1,1.65,9.09,1
20727,15039,1,1.65,9.09,1
20727,15039,1,1.65,9.09,1
20727,15039,1,1.65,9.09,1
20727,15058,1,1.65,9.09,1
20727,15271,1,1.65,9.09,1
20727,15311,1,1.65,9.09,1
20727,15311,1,1.65,9.09,1
20727,15555,1,1.65,9.09,1
20727,15644,1,1.65,9.09,1
20727,15831,1,1.65,9.09,0
20727,15916,1,1.65,9.09,1
20727,15976,1,1.65,9.09,1
20727,15987,1,1.65,9.09,1
20727,16005,1,1.65,9.09,1
20727,16016,1,1.65,9.09,1
20727,16049,1,1.65,9.09,1
20727,16121,1,1.65,9.09,1
20727,16241,1,1.65,9.09,1
20727,16241,1,1.65,9.09,1
20727,16241,1,1.65,9.09,1
20727,16241,1,1.65,9.09,1
20727,16241,1,1.65,9.09,1
20727,16392,1,1.65,9.09,1
20727,16395,1,1.65,9.09,1
20727,16412,1,1.65,9.09,1
20727,16426,1,1.65,9.09,1
20727,16444,1,1.65,9.09,1
20727,16469,1,1.65,9.09,1
20727,16474,1,1.65,9.09,1
20727,16549,1,1.65,9.09,1
20727,16624,1,1.65,9.09,1
20727,16712,1,1.65,9.09,1
20727,16729,1,1.65,9.09,1
20727,16764,1,1.65,9.09,1
20727,16764,1,1.65,9.09,1
20727,16764,1,1.65,9.09,1
20727,16764,1,1.65,9.09,1
20727,16764,1,1.65,9.09,1
20727,16767,1,1.65,9.09,1
20727,16777,1,1.65,9.09,1
20727,16782,1,1.65,9.09,1
20727,16782,1,1.65,9.09,1
20727,16788,1,1.65,9.09,1
20727,16791,1,1.65,9.09,1
20727,16791,1,1.65,9.09,1
20727,16869,1,1.65,9.09,1
20727,16887,1,1.65,9.09,0
20727,16895,1,1.65,9.09,1
20727,16895,1,1.65,9.09,1
20727,16904,1,1.65,9.09,1
20727,16904,1,1.65,9.09,1
20727,16904,1,1.65,9.09,1
20727,16932,1,1.65,9.09,1
20727,16932,1,1.65,9.09,1
20727,16932,1,1.65,9.09,1
20727,16936,1,1.65,9.09,0
20727,17126,1,1.65,9.09,1
20727,17126,1,1.65,9.09,1
20727,17211,1,1.65,9.09,1
20727,17238,1,1.65,9.09,1
20727,17238,1,1.65,9.09,1
20727,17254,1,1.65,9.09,1
20727,17254,1,1.65,9.09,1
20727,17371,1,1.65,9.09,1
20727,17589,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17841,1,1.65,9.09,1
20727,17884,1,1.65,9.09,1
20727,17920,1,1.65,9.09,1
20727,17921,1,1.65,9.09,1
20727,17961,1,1.65,9.09,1
20727,17967,1,1.65,9.09,1
20727,17967,1,1.65,9.09,1
20727,17979,1,1.65,9.09,1
20727,17999,1,1.65,9.09,1
20727,18069,1,1.65,9.09,1
20727,18069,1,1.65,9.09,1
20727,18118,1,1.65,9.09,1
20727,18118,1,1.65,9.09,1
20727,18118,1,1.65,9.09,1
20727,18118,1,1.65,9.09,1
20727,18283,1,1.65,9.09,1
20727,18283,1,1.65,9.09,1
20727,18283,1,1.65,9.09,1
20727,18283,1,1.65,9.09,1
20727,18283,1,1.65,9.09,1
20727,18283,1,1.65,9.09,1
20728,14096,1,4.13,9.09,1
20728,14096,1,4.13,9.09,1
20728,14096,1,4.13,9.09,1
20728,14096,1,4.13,9.09,1
20731,15048,1,1.25,9.09,1
20731,15581,1,1.25,9.09,1
20733,12754,1,0.85,9.09,0
20733,13521,1,0.85,9.09,1
20733,13614,1,0.85,9.09,1
20733,14034,1,0.85,9.09,0
20733,15154,1,0.85,9.09,1
20733,15154,1,0.85,9.09,1
20733,15311,1,0.85,9.09,1
20733,15311,1,0.85,9.09,1
20733,16657,1,0.85,9.09,1
20733,16669,1,0.85,9.09,1
20733,17059,1,0.85,9.09,1
20733,17346,1,0.85,9.09,1
20733,17596,1,0.85,9.09,1
20733,17841,1,0.85,9.09,1
20733,17841,1,0.85,9.09,1
20733,17841,1,0.85,9.09,1
20733,17841,1,0.85,9.09,1
20733,17892,1,0.85,9.09,1
20733,18041,1,0.85,9.09,1
20733,18041,1,0.85,9.09,1
20735,12754,1,0.85,9.09,0
20735,16461,1,0.85,9.09,0
20735,16669,1,0.85,9.09,1
20735,17596,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20735,17841,1,0.85,9.09,1
20748,12748,1,12.75,9.09,1
20748,12748,1,12.75,9.09,1
20748,13050,1,12.75,9.09,1
20748,14465,1,12.75,9.09,1
20748,14606,1,12.75,9.09,1
20748,14713,1,12.75,9.09,1
20748,15184,1,12.75,9.09,1
20748,16402,1,12.75,9.09,1
20748,16710,1,12.75,9.09,1
20748,17019,1,12.75,9.09,1
20748,17579,1,12.75,9.09,1
20748,17774,1,12.75,9.09,1
20748,17793,1,12.75,9.09,1
20748,17964,1,12.75,9.09,1
20748,17965,1,12.75,9.09,1
20748,18196,1,12.75,9.09,1
20750,12517,1,7.95,9.09,1
20750,12748,1,7.95,9.09,1
20750,12748,1,7.95,9.09,1
20750,12933,1,7.95,9.09,1
20750,13781,1,7.95,9.09,1
20750,13869,1,7.95,9.09,1
20750,13956,1,7.95,9.09,1
20750,14081,1,7.95,9.09,1
20750,14130,1,7.95,9.09,1
20750,14470,1,7.95,9.09,1
20750,14554,1,7.95,9.09,1
20750,14554,1,7.95,9.09,1
20750,14554,1,7.95,9.09,1
20750,14606,1,7.95,9.09,1
20750,14606,1,7.95,9.09,1
20750,14606,1,7.95,9.09,1
20750,14606,1,7.95,9.09,1
20750,14606,1,7.95,9.09,1
20750,14667,1,7.95,9.09,1
20750,14976,1,7.95,9.09,1
20750,14978,1,7.95,9.09,1
20750,15005,1,7.95,9.09,1
20750,15311,1,7.95,9.09,1
20750,15311,1,7.95,9.09,1
20750,15311,1,7.95,9.09,1
20750,15311,1,7.95,9.09,1
20750,15493,1,7.95,9.09,1
20750,15493,1,7.95,9.09,1
20750,15493,1,7.95,9.09,1
20750,15507,1,7.95,9.09,1
20750,15577,1,7.95,9.09,1
20750,15665,1,7.95,9.09,1
20750,15701,1,7.95,9.09,1
20750,16115,1,7.95,9.09,1
20750,16360,1,7.95,9.09,1
20750,16549,1,7.95,9.09,1
20750,16697,1,7.95,9.09,0
20750,16745,1,7.95,9.09,1
20750,16755,1,7.95,9.09,1
20750,16984,1,7.95,9.09,1
20750,17059,1,7.95,9.09,1
20750,17059,1,7.95,9.09,1
20750,17084,1,7.95,9.09,1
20750,17235,1,7.95,9.09,1
20750,17238,1,7.95,9.09,1
20750,17337,1,7.95,9.09,1
20750,17402,1,7.95,9.09,0
20750,17463,1,7.95,9.09,1
20750,17589,1,7.95,9.09,1
20750,17614,1,7.95,9.09,1
20750,17837,1,7.95,9.09,1
20750,17841,1,7.95,9.09,1
20750,17841,1,7.95,9.09,1
20750,17841,1,7.95,9.09,1
20750,17861,1,7.95,9.09,1
20750,17894,1,7.95,9.09,1
20750,17920,1,7.95,9.09,1
20750,18018,1,7.95,9.09,1
20751,12577,1,2.1,9.09,1
20751,14646,1,2.1,9.09,1
20751,12748,1,2.1,9.09,1
20751,12844,1,2.1,9.09,0
20751,12893,1,2.1,9.09,1
20751,12893,1,2.1,9.09,1
20751,13184,1,2.1,9.09,1
20751,13184,1,2.1,9.09,1
20751,13232,1,2.1,9.09,1
20751,13263,1,2.1,9.09,1
20751,13263,1,2.1,9.09,1
20751,13700,1,2.1,9.09,1
20751,13742,1,2.1,9.09,1
20751,14083,1,2.1,9.09,1
20751,14083,1,2.1,9.09,1
20751,14159,1,2.1,9.09,1
20751,14456,1,2.1,9.09,1
20751,14456,1,2.1,9.09,1
20751,14532,1,2.1,9.09,1
20751,14534,1,2.1,9.09,1
20751,14534,1,2.1,9.09,1
20751,14583,1,2.1,9.09,1
20751,14606,1,2.1,9.09,1
20751,14963,1,2.1,9.09,1
20751,14966,1,2.1,9.09,1
20751,15012,1,2.1,9.09,1
20751,15436,1,2.1,9.09,1
20751,15572,1,2.1,9.09,1
20751,15574,1,2.1,9.09,1
20751,15870,1,2.1,9.09,1
20751,15906,1,2.1,9.09,1
20751,15906,1,2.1,9.09,1
20751,15910,1,2.1,9.09,1
20751,15993,1,2.1,9.09,1
20751,15993,1,2.1,9.09,1
20751,15993,1,2.1,9.09,1
20751,16031,1,2.1,9.09,1
20751,16033,1,2.1,9.09,1
20751,16110,1,2.1,9.09,1
20751,16374,1,2.1,9.09,1
20751,16383,1,2.1,9.09,1
20751,16686,1,2.1,9.09,1
20751,16891,1,2.1,9.09,1
20751,16903,1,2.1,9.09,1
20751,16903,1,2.1,9.09,1
20751,16906,1,2.1,9.09,1
20751,16906,1,2.1,9.09,1
20751,16914,1,2.1,9.09,1
20751,16914,1,2.1,9.09,1
20751,16914,1,2.1,9.09,1
20751,16914,1,2.1,9.09,1
20751,17267,1,2.1,9.09,0
20751,17288,1,2.1,9.09,1
20751,17337,1,2.1,9.09,1
20751,17341,1,2.1,9.09,1
20751,17341,1,2.1,9.09,1
20751,17346,1,2.1,9.09,1
20751,17346,1,2.1,9.09,1
20751,17371,1,2.1,9.09,1
20751,17375,1,2.1,9.09,1
20751,17472,1,2.1,9.09,1
20751,17566,1,2.1,9.09,1
20751,17571,1,2.1,9.09,1
20751,17800,1,2.1,9.09,1
20751,17860,1,2.1,9.09,1
20751,17867,1,2.1,9.09,1
20751,17867,1,2.1,9.09,1
20751,17946,1,2.1,9.09,0
20751,17954,1,2.1,9.09,1
20751,17974,1,2.1,9.09,1
20751,18116,1,2.1,9.09,1
20751,18118,1,2.1,9.09,1
20751,18118,1,2.1,9.09,1
20751,18118,1,2.1,9.09,1
20751,18119,1,2.1,9.09,1
